"","Sigma","Type","M","Participant","Graph.Type","Error","Error..unsigned.","Index","Filepath","isValidation","mean"
"988",0.1,"quad",0.2,"P12","area",0.04,0.04,28,"img/quad/area/s0.1m0.2/",0,0.0525
"989",0.2,"line",-0.8,"P12","area",-0.16,0.16,29,"img/line/area/s0.2m-0.8/",0,0.0525
"990",0.1,"trig",0.8,"P12","area",0.05,0.05,30,"img/trig/area/s0.1m0.8/",0,0.0525
"991",0.1,"line",-0.2,"P12","line",-0.04,0.04,31,"img/line/line/s0.1m-0.2/",0,0.0525
"992",0.15,"quad",-0.1,"P12","area",0.06,0.06,32,"img/quad/area/s0.15m-0.1/",0,0.0525
"993",0.2,"trig",0.4,"P12","scatter",0.14,0.14,33,"img/trig/scatter/s0.2m0.4/",0,0.0525
"994",0.05,"quad",0.2,"P12","line",0.01,0.01,34,"img/quad/line/s0.05m0.2/",0,0.0525
"995",0.15,"line",-0.4,"P12","area",-0.02,0.02,35,"img/line/area/s0.15m-0.4/",0,0.0525
"996",0.1,"trig",0.4,"P12","area",0.05,0.05,36,"img/trig/area/s0.1m0.4/",0,0.0525
"997",0.1,"line",0.4,"P12","line",0,0,37,"img/line/line/s0.1m0.4/",0,0.0525
"998",0.15,"quad",-0.8,"P12","scatter",-0.16,0.16,39,"img/quad/scatter/s0.15m-0.8/",0,0.0525
"999",0.05,"trig",-0.4,"P12","scatter",0,0,40,"img/trig/scatter/s0.05m-0.4/",0,0.0525
"1000",0.2,"quad",-0.2,"P12","area",-0.02,0.02,41,"img/quad/area/s0.2m-0.2/",0,0.0525
"1001",0.2,"line",0.8,"P12","scatter",0.04,0.04,42,"img/line/scatter/s0.2m0.8/",0,0.0525
"1002",0.15,"trig",0.2,"P12","area",0.01,0.01,43,"img/trig/area/s0.15m0.2/",0,0.0525
"1003",0.2,"line",0.4,"P12","line",0.11,0.11,44,"img/line/line/s0.2m0.4/",0,0.0525
"1004",0.15,"quad",0.1,"P12","line",0.08,0.08,45,"img/quad/line/s0.15m0.1/",0,0.0525
"1005",0.2,"trig",0.8,"P12","line",-0.04,0.04,46,"img/trig/line/s0.2m0.8/",0,0.0525
"1006",0.15,"quad",0.4,"P12","line",0.04,0.04,47,"img/quad/line/s0.15m0.4/",0,0.0525
"1007",0.05,"line",-0.8,"P12","scatter",-0.01,0.01,48,"img/line/scatter/s0.05m-0.8/",0,0.0525
"1008",0.05,"trig",-0.4,"P12","area",0,0,49,"img/trig/area/s0.05m-0.4/",0,0.0525
"1009",0.1,"line",-0.2,"P12","scatter",-0.04,0.04,50,"img/line/scatter/s0.1m-0.2/",0,0.0525
"1010",0.15,"quad",0.8,"P12","area",0.21,0.21,51,"img/quad/area/s0.15m0.8/",0,0.0525
"1011",0.2,"trig",0.1,"P12","line",0.09,0.09,52,"img/trig/line/s0.2m0.1/",0,0.0525
"1012",0.1,"quad",-0.8,"P12","scatter",-0.05,0.05,53,"img/quad/scatter/s0.1m-0.8/",0,0.0525
"1013",0.2,"line",-0.8,"P12","line",-0.05,0.05,54,"img/line/line/s0.2m-0.8/",0,0.0525
"1014",0.2,"trig",0.1,"P12","area",0.08,0.08,55,"img/trig/area/s0.2m0.1/",0,0.0525
"1015",0.05,"line",-0.2,"P12","area",-0.05,0.05,56,"img/line/area/s0.05m-0.2/",0,0.0525
"1016",0.2,"quad",-0.2,"P12","scatter",-0.21,0.21,58,"img/quad/scatter/s0.2m-0.2/",0,0.0525
"1017",0.1,"trig",-0.4,"P12","scatter",-0.03,0.03,59,"img/trig/scatter/s0.1m-0.4/",0,0.0525
"1018",0.2,"quad",0.8,"P12","area",0.07,0.07,60,"img/quad/area/s0.2m0.8/",0,0.0525
"1019",0.15,"line",-0.2,"P12","scatter",-0.16,0.16,61,"img/line/scatter/s0.15m-0.2/",0,0.0525
"1020",0.1,"trig",-0.8,"P12","line",-0.02,0.02,62,"img/trig/line/s0.1m-0.8/",0,0.0525
"1021",0.1,"line",0.2,"P12","line",0.02,0.02,63,"img/line/line/s0.1m0.2/",0,0.0525
"1022",0.1,"quad",-0.8,"P12","area",0,0,64,"img/quad/area/s0.1m-0.8/",0,0.0525
"1023",0.05,"trig",-0.4,"P12","line",0.01,0.01,65,"img/trig/line/s0.05m-0.4/",0,0.0525
"1024",0.05,"quad",-0.1,"P12","scatter",0.01,0.01,66,"img/quad/scatter/s0.05m-0.1/",0,0.0525
"1025",0.1,"line",-0.1,"P12","scatter",-0.1,0.1,67,"img/line/scatter/s0.1m-0.1/",0,0.0525
"1026",0.15,"trig",0.2,"P12","line",0.22,0.22,68,"img/trig/line/s0.15m0.2/",0,0.0525
"1027",0.05,"line",0.4,"P12","area",0.02,0.02,69,"img/line/area/s0.05m0.4/",0,0.0525
"1028",0.15,"quad",0.8,"P12","scatter",0.05,0.05,70,"img/quad/scatter/s0.15m0.8/",0,0.0525
"1029",0.1,"trig",-0.4,"P12","line",-0.04,0.04,71,"img/trig/line/s0.1m-0.4/",0,0.0525
"1030",0.15,"quad",-0.4,"P12","line",-0.03,0.03,72,"img/quad/line/s0.15m-0.4/",0,0.0525
"1031",0.1,"line",-0.4,"P12","area",0.04,0.04,73,"img/line/area/s0.1m-0.4/",0,0.0525
"1032",0.2,"trig",0.2,"P12","area",0.09,0.09,74,"img/trig/area/s0.2m0.2/",0,0.0525
"1033",0.15,"line",0.1,"P12","area",0.02,0.02,75,"img/line/area/s0.15m0.1/",0,0.0525
"1034",0.2,"quad",-0.4,"P12","area",-0.08,0.08,77,"img/quad/area/s0.2m-0.4/",0,0.0525
"1035",0.1,"trig",0.8,"P12","line",-0.02,0.02,78,"img/trig/line/s0.1m0.8/",0,0.0525
"1036",0.15,"quad",0.1,"P12","scatter",0.01,0.01,79,"img/quad/scatter/s0.15m0.1/",0,0.0525
"1037",0.2,"line",0.1,"P12","scatter",-0.2,0.2,80,"img/line/scatter/s0.2m0.1/",0,0.0525
"1038",0.2,"trig",-0.1,"P12","scatter",-0.3,0.3,81,"img/trig/scatter/s0.2m-0.1/",0,0.0525
"1039",0.05,"line",-0.2,"P12","scatter",-0.02,0.02,82,"img/line/scatter/s0.05m-0.2/",0,0.0525
"1040",0.15,"quad",-0.1,"P12","line",0.17,0.17,83,"img/quad/line/s0.15m-0.1/",0,0.0525
"1041",0.05,"trig",0.4,"P12","line",-0.01,0.01,84,"img/trig/line/s0.05m0.4/",0,0.0525
"1042",0.15,"quad",-0.2,"P12","area",0,0,85,"img/quad/area/s0.15m-0.2/",0,0.0525
"1043",0.05,"line",-0.2,"P12","line",-0.02,0.02,86,"img/line/line/s0.05m-0.2/",0,0.0525
"1044",0.05,"trig",0.4,"P12","scatter",0.03,0.03,87,"img/trig/scatter/s0.05m0.4/",0,0.0525
"1045",0.15,"line",-0.1,"P12","scatter",-0.26,0.26,88,"img/line/scatter/s0.15m-0.1/",0,0.0525
"1046",0.15,"quad",0.8,"P12","line",-0.01,0.01,89,"img/quad/line/s0.15m0.8/",0,0.0525
"1047",0.1,"trig",0.4,"P12","scatter",0.01,0.01,90,"img/trig/scatter/s0.1m0.4/",0,0.0525
"1048",0.15,"quad",0.4,"P12","area",0.09,0.09,91,"img/quad/area/s0.15m0.4/",0,0.0525
"1049",0.05,"line",0.8,"P12","area",0,0,92,"img/line/area/s0.05m0.8/",0,0.0525
"1050",0.15,"trig",-0.4,"P12","scatter",-0.12,0.12,93,"img/trig/scatter/s0.15m-0.4/",0,0.0525
"1051",0.2,"line",0.4,"P12","area",0.03,0.03,94,"img/line/area/s0.2m0.4/",0,0.0525
"1052",0.1,"quad",0.1,"P12","scatter",0.1,0.1,95,"img/quad/scatter/s0.1m0.1/",0,0.0525
"1053",0.05,"trig",0.1,"P12","area",-0.04,0.04,96,"img/trig/area/s0.05m0.1/",0,0.0525
"1054",0.15,"quad",-0.2,"P12","line",-0.05,0.05,97,"img/quad/line/s0.15m-0.2/",0,0.0525
"1055",0.2,"line",0.2,"P12","line",0.1,0.1,98,"img/line/line/s0.2m0.2/",0,0.0525
"1056",0.2,"trig",-0.4,"P12","scatter",-0.1,0.1,99,"img/trig/scatter/s0.2m-0.4/",0,0.0525
"1057",0.05,"trig",-0.8,"P13","line",0,0,0,"img/trig/line/s0.05m-0.8/",0,0
"1058",0.05,"line",0.2,"P13","area",-0.01,0.01,1,"img/line/area/s0.05m0.2/",0,0
"1059",0.1,"quad",-0.1,"P13","area",-0.07,0.07,2,"img/quad/area/s0.1m-0.1/",0,0
"1060",0.05,"line",-0.1,"P13","area",-0.03,0.03,3,"img/line/area/s0.05m-0.1/",0,0
"1061",0.1,"trig",0.1,"P13","line",0.05,0.05,4,"img/trig/line/s0.1m0.1/",0,0
"1062",0.15,"quad",0.2,"P13","scatter",-0.17,0.17,5,"img/quad/scatter/s0.15m0.2/",0,0
"1063",0.2,"trig",-0.1,"P13","area",-0.06,0.06,6,"img/trig/area/s0.2m-0.1/",0,0
"1064",0.2,"line",0.2,"P13","scatter",-0.01,0.01,7,"img/line/scatter/s0.2m0.2/",0,0
"1065",0.05,"quad",0.1,"P13","scatter",-0.05,0.05,8,"img/quad/scatter/s0.05m0.1/",0,0
"1066",0.05,"line",-0.1,"P13","line",0.01,0.01,9,"img/line/line/s0.05m-0.1/",0,0
"1067",0.05,"trig",0.1,"P13","line",0,0,10,"img/trig/line/s0.05m0.1/",0,0
"1068",0.15,"quad",0.4,"P13","scatter",-0.03,0.03,11,"img/quad/scatter/s0.15m0.4/",0,0
"1069",0.2,"trig",-0.1,"P13","line",-0.03,0.03,12,"img/trig/line/s0.2m-0.1/",0,0
"1070",0.1,"line",0.1,"P13","area",0.04,0.04,13,"img/line/area/s0.1m0.1/",0,0
"1071",0.1,"quad",-0.2,"P13","area",-0.04,0.04,14,"img/quad/area/s0.1m-0.2/",0,0
"1072",0.2,"line",-0.4,"P13","line",-0.09,0.09,15,"img/line/line/s0.2m-0.4/",0,0
"1073",0.2,"trig",-0.2,"P13","line",-0.02,0.02,16,"img/trig/line/s0.2m-0.2/",0,0
"1074",0.05,"quad",0.2,"P13","scatter",0.04,0.04,17,"img/quad/scatter/s0.05m0.2/",0,0
"1075",0.1,"trig",-0.1,"P13","line",-0.08,0.08,18,"img/trig/line/s0.1m-0.1/",0,0
"1076",0.1,"line",0.2,"P13","scatter",0.13,0.13,20,"img/line/scatter/s0.1m0.2/",0,0
"1077",0.2,"quad",-0.8,"P13","scatter",-0.07,0.07,21,"img/quad/scatter/s0.2m-0.8/",0,0
"1078",0.15,"line",-0.8,"P13","line",-0.05,0.05,22,"img/line/line/s0.15m-0.8/",0,0
"1079",0.05,"trig",0.8,"P13","scatter",-0.01,0.01,23,"img/trig/scatter/s0.05m0.8/",0,0
"1080",0.05,"quad",-0.8,"P13","area",0.05,0.05,24,"img/quad/area/s0.05m-0.8/",0,0
"1081",0.15,"trig",-0.8,"P13","area",-0.03,0.03,25,"img/trig/area/s0.15m-0.8/",0,0
"1082",0.1,"line",0.8,"P13","scatter",0.03,0.03,26,"img/line/scatter/s0.1m0.8/",0,0
"1083",0.05,"quad",0.8,"P13","line",0.05,0.05,27,"img/quad/line/s0.05m0.8/",0,0
"1084",0.1,"line",0.2,"P13","area",-0.03,0.03,28,"img/line/area/s0.1m0.2/",0,0
"1085",0.2,"trig",-0.8,"P13","area",0,0,29,"img/trig/area/s0.2m-0.8/",0,0
"1086",0.1,"quad",0.8,"P13","area",-0.01,0.01,30,"img/quad/area/s0.1m0.8/",0,0
"1087",0.1,"trig",-0.2,"P13","line",-0.02,0.02,31,"img/trig/line/s0.1m-0.2/",0,0
"1088",0.15,"line",-0.1,"P13","area",0.09,0.09,32,"img/line/area/s0.15m-0.1/",0,0
"1089",0.2,"quad",0.4,"P13","scatter",-0.01,0.01,33,"img/quad/scatter/s0.2m0.4/",0,0
"1090",0.05,"line",0.2,"P13","line",-0.01,0.01,34,"img/line/line/s0.05m0.2/",0,0
"1091",0.15,"trig",-0.4,"P13","area",-0.1,0.1,35,"img/trig/area/s0.15m-0.4/",0,0
"1092",0.1,"quad",0.4,"P13","area",0.04,0.04,36,"img/quad/area/s0.1m0.4/",0,0
"1093",0.1,"trig",0.4,"P13","line",-0.01,0.01,37,"img/trig/line/s0.1m0.4/",0,0
"1094",0.15,"line",-0.8,"P13","scatter",-0.06,0.06,39,"img/line/scatter/s0.15m-0.8/",0,0
"1095",0.05,"quad",-0.4,"P13","scatter",-0.06,0.06,40,"img/quad/scatter/s0.05m-0.4/",0,0
"1096",0.2,"line",-0.2,"P13","area",-0.05,0.05,41,"img/line/area/s0.2m-0.2/",0,0
"1097",0.2,"trig",0.8,"P13","scatter",-0.02,0.02,42,"img/trig/scatter/s0.2m0.8/",0,0
"1098",0.15,"quad",0.2,"P13","area",0.21,0.21,43,"img/quad/area/s0.15m0.2/",0,0
"1099",0.2,"trig",0.4,"P13","line",0.07,0.07,44,"img/trig/line/s0.2m0.4/",0,0
"1100",0.15,"line",0.1,"P13","line",0.03,0.03,45,"img/line/line/s0.15m0.1/",0,0
"1101",0.2,"quad",0.8,"P13","line",-0.02,0.02,46,"img/quad/line/s0.2m0.8/",0,0
"1102",0.15,"line",0.4,"P13","line",0.04,0.04,47,"img/line/line/s0.15m0.4/",0,0
"1103",0.05,"trig",-0.8,"P13","scatter",-0.01,0.01,48,"img/trig/scatter/s0.05m-0.8/",0,0
"1104",0.05,"quad",-0.4,"P13","area",0.02,0.02,49,"img/quad/area/s0.05m-0.4/",0,0
"1105",0.1,"trig",-0.2,"P13","scatter",-0.14,0.14,50,"img/trig/scatter/s0.1m-0.2/",0,0
"1106",0.15,"line",0.8,"P13","area",0.11,0.11,51,"img/line/area/s0.15m0.8/",0,0
"1107",0.2,"quad",0.1,"P13","line",0.13,0.13,52,"img/quad/line/s0.2m0.1/",0,0
"1108",0.1,"line",-0.8,"P13","scatter",-0.11,0.11,53,"img/line/scatter/s0.1m-0.8/",0,0
"1109",0.2,"trig",-0.8,"P13","line",0.06,0.06,54,"img/trig/line/s0.2m-0.8/",0,0
"1110",0.2,"quad",0.1,"P13","area",0.05,0.05,55,"img/quad/area/s0.2m0.1/",0,0
"1111",0.05,"trig",-0.2,"P13","area",-0.03,0.03,56,"img/trig/area/s0.05m-0.2/",0,0
"1112",0.2,"line",-0.2,"P13","scatter",-0.12,0.12,58,"img/line/scatter/s0.2m-0.2/",0,0
"1113",0.1,"quad",-0.4,"P13","scatter",-0.05,0.05,59,"img/quad/scatter/s0.1m-0.4/",0,0
"1114",0.2,"line",0.8,"P13","area",-0.07,0.07,60,"img/line/area/s0.2m0.8/",0,0
"1115",0.15,"trig",-0.2,"P13","scatter",-0.11,0.11,61,"img/trig/scatter/s0.15m-0.2/",0,0
"1116",0.1,"quad",-0.8,"P13","line",0.02,0.02,62,"img/quad/line/s0.1m-0.8/",0,0
"1117",0.1,"trig",0.2,"P13","line",-0.01,0.01,63,"img/trig/line/s0.1m0.2/",0,0
"1118",0.1,"line",-0.8,"P13","area",0.02,0.02,64,"img/line/area/s0.1m-0.8/",0,0
"1119",0.05,"quad",-0.4,"P13","line",-0.02,0.02,65,"img/quad/line/s0.05m-0.4/",0,0
"1120",0.05,"line",-0.1,"P13","scatter",0,0,66,"img/line/scatter/s0.05m-0.1/",0,0
"1121",0.1,"trig",-0.1,"P13","scatter",0.03,0.03,67,"img/trig/scatter/s0.1m-0.1/",0,0
"1122",0.15,"quad",0.2,"P13","line",0.12,0.12,68,"img/quad/line/s0.15m0.2/",0,0
"1123",0.05,"trig",0.4,"P13","area",-0.03,0.03,69,"img/trig/area/s0.05m0.4/",0,0
"1124",0.15,"line",0.8,"P13","scatter",0.33,0.33,70,"img/line/scatter/s0.15m0.8/",0,0
"1125",0.1,"quad",-0.4,"P13","line",-0.04,0.04,71,"img/quad/line/s0.1m-0.4/",0,0
"1126",0.15,"line",-0.4,"P13","line",0.07,0.07,72,"img/line/line/s0.15m-0.4/",0,0
"1127",0.1,"trig",-0.4,"P13","area",-0.07,0.07,73,"img/trig/area/s0.1m-0.4/",0,0
"1128",0.2,"quad",0.2,"P13","area",0.22,0.22,74,"img/quad/area/s0.2m0.2/",0,0
"1129",0.15,"trig",0.1,"P13","area",0.03,0.03,75,"img/trig/area/s0.15m0.1/",0,0
"1130",0.2,"line",-0.4,"P13","area",-0.01,0.01,77,"img/line/area/s0.2m-0.4/",0,0
"1131",0.1,"quad",0.8,"P13","line",-0.01,0.01,78,"img/quad/line/s0.1m0.8/",0,0
"1132",0.15,"line",0.1,"P13","scatter",0.29,0.29,79,"img/line/scatter/s0.15m0.1/",0,0
"1133",0.2,"trig",0.1,"P13","scatter",0.33,0.33,80,"img/trig/scatter/s0.2m0.1/",0,0
"1134",0.2,"quad",-0.1,"P13","scatter",-0.42,0.42,81,"img/quad/scatter/s0.2m-0.1/",0,0
"1135",0.05,"trig",-0.2,"P13","scatter",0.03,0.03,82,"img/trig/scatter/s0.05m-0.2/",0,0
"1136",0.15,"line",-0.1,"P13","line",0.09,0.09,83,"img/line/line/s0.15m-0.1/",0,0
"1137",0.05,"quad",0.4,"P13","line",-0.03,0.03,84,"img/quad/line/s0.05m0.4/",0,0
"1138",0.15,"line",-0.2,"P13","area",-0.25,0.25,85,"img/line/area/s0.15m-0.2/",0,0
"1139",0.05,"trig",-0.2,"P13","line",-0.01,0.01,86,"img/trig/line/s0.05m-0.2/",0,0
"1140",0.05,"quad",0.4,"P13","scatter",0.02,0.02,87,"img/quad/scatter/s0.05m0.4/",0,0
"1141",0.15,"trig",-0.1,"P13","scatter",-0.26,0.26,88,"img/trig/scatter/s0.15m-0.1/",0,0
"1142",0.15,"line",0.8,"P13","line",0.09,0.09,89,"img/line/line/s0.15m0.8/",0,0
"1143",0.1,"quad",0.4,"P13","scatter",0.2,0.2,90,"img/quad/scatter/s0.1m0.4/",0,0
"1144",0.15,"line",0.4,"P13","area",-0.02,0.02,91,"img/line/area/s0.15m0.4/",0,0
"1145",0.05,"trig",0.8,"P13","area",0.02,0.02,92,"img/trig/area/s0.05m0.8/",0,0
"1146",0.15,"quad",-0.4,"P13","scatter",-0.08,0.08,93,"img/quad/scatter/s0.15m-0.4/",0,0
"1147",0.2,"trig",0.4,"P13","area",0.18,0.18,94,"img/trig/area/s0.2m0.4/",0,0
"1148",0.1,"line",0.1,"P13","scatter",-0.23,0.23,95,"img/line/scatter/s0.1m0.1/",0,0
"1149",0.05,"quad",0.1,"P13","area",0,0,96,"img/quad/area/s0.05m0.1/",0,0
"1150",0.15,"line",-0.2,"P13","line",-0.07,0.07,97,"img/line/line/s0.15m-0.2/",0,0
"1151",0.2,"trig",0.2,"P13","line",0.01,0.01,98,"img/trig/line/s0.2m0.2/",0,0
"1152",0.2,"quad",-0.4,"P13","scatter",-0.15,0.15,99,"img/quad/scatter/s0.2m-0.4/",0,0
"1153",0.05,"quad",-0.8,"P14","line",-0.08,0.08,0,"img/quad/line/s0.05m-0.8/",0,0.0025
"1154",0.05,"trig",0.2,"P14","area",-0.01,0.01,1,"img/trig/area/s0.05m0.2/",0,0.0025
"1155",0.1,"line",-0.1,"P14","area",-0.05,0.05,2,"img/line/area/s0.1m-0.1/",0,0.0025
"1156",0.05,"trig",-0.1,"P14","area",0.01,0.01,3,"img/trig/area/s0.05m-0.1/",0,0.0025
"1157",0.1,"quad",0.1,"P14","line",0.03,0.03,4,"img/quad/line/s0.1m0.1/",0,0.0025
"1158",0.15,"line",0.2,"P14","scatter",0.11,0.11,5,"img/line/scatter/s0.15m0.2/",0,0.0025
"1159",0.2,"quad",-0.1,"P14","area",-0.14,0.14,6,"img/quad/area/s0.2m-0.1/",0,0.0025
"1160",0.2,"trig",0.2,"P14","scatter",0.16,0.16,7,"img/trig/scatter/s0.2m0.2/",0,0.0025
"1161",0.05,"line",0.1,"P14","scatter",-0.09,0.09,8,"img/line/scatter/s0.05m0.1/",0,0.0025
"1162",0.05,"trig",-0.1,"P14","line",0.1,0.1,9,"img/trig/line/s0.05m-0.1/",0,0.0025
"1163",0.05,"quad",0.1,"P14","line",-0.09,0.09,10,"img/quad/line/s0.05m0.1/",0,0.0025
"1164",0.15,"line",0.4,"P14","scatter",0.26,0.26,11,"img/line/scatter/s0.15m0.4/",0,0.0025
"1165",0.2,"quad",-0.1,"P14","line",0.23,0.23,12,"img/quad/line/s0.2m-0.1/",0,0.0025
"1166",0.1,"trig",0.1,"P14","area",0.16,0.16,13,"img/trig/area/s0.1m0.1/",0,0.0025
"1167",0.1,"line",-0.2,"P14","area",0,0,14,"img/line/area/s0.1m-0.2/",0,0.0025
"1168",0.2,"trig",-0.4,"P14","line",-0.12,0.12,15,"img/trig/line/s0.2m-0.4/",0,0.0025
"1169",0.2,"quad",-0.2,"P14","line",-0.15,0.15,16,"img/quad/line/s0.2m-0.2/",0,0.0025
"1170",0.05,"line",0.2,"P14","scatter",0.17,0.17,17,"img/line/scatter/s0.05m0.2/",0,0.0025
"1171",0.1,"quad",-0.1,"P14","line",-0.01,0.01,18,"img/quad/line/s0.1m-0.1/",0,0.0025
"1172",0.1,"trig",0.2,"P14","scatter",0.17,0.17,20,"img/trig/scatter/s0.1m0.2/",0,0.0025
"1173",0.2,"line",-0.8,"P14","scatter",-0.37,0.37,21,"img/line/scatter/s0.2m-0.8/",0,0.0025
"1174",0.15,"trig",-0.8,"P14","line",-0.14,0.14,22,"img/trig/line/s0.15m-0.8/",0,0.0025
"1175",0.05,"quad",0.8,"P14","scatter",0.07,0.07,23,"img/quad/scatter/s0.05m0.8/",0,0.0025
"1176",0.05,"line",-0.8,"P14","area",0.07,0.07,24,"img/line/area/s0.05m-0.8/",0,0.0025
"1177",0.15,"quad",-0.8,"P14","area",0.15,0.15,25,"img/quad/area/s0.15m-0.8/",0,0.0025
"1178",0.1,"trig",0.8,"P14","scatter",0.19,0.19,26,"img/trig/scatter/s0.1m0.8/",0,0.0025
"1179",0.05,"line",0.8,"P14","line",0.15,0.15,27,"img/line/line/s0.05m0.8/",0,0.0025
"1180",0.1,"trig",0.2,"P14","area",0.06,0.06,28,"img/trig/area/s0.1m0.2/",0,0.0025
"1181",0.2,"quad",-0.8,"P14","area",-0.09,0.09,29,"img/quad/area/s0.2m-0.8/",0,0.0025
"1182",0.1,"line",0.8,"P14","area",-0.16,0.16,30,"img/line/area/s0.1m0.8/",0,0.0025
"1183",0.1,"quad",-0.2,"P14","line",-0.13,0.13,31,"img/quad/line/s0.1m-0.2/",0,0.0025
"1184",0.15,"trig",-0.1,"P14","area",-0.11,0.11,32,"img/trig/area/s0.15m-0.1/",0,0.0025
"1185",0.2,"line",0.4,"P14","scatter",-0.02,0.02,33,"img/line/scatter/s0.2m0.4/",0,0.0025
"1186",0.05,"trig",0.2,"P14","line",-0.07,0.07,34,"img/trig/line/s0.05m0.2/",0,0.0025
"1187",0.15,"quad",-0.4,"P14","area",-0.01,0.01,35,"img/quad/area/s0.15m-0.4/",0,0.0025
"1188",0.1,"line",0.4,"P14","area",-0.19,0.19,36,"img/line/area/s0.1m0.4/",0,0.0025
"1189",0.1,"quad",0.4,"P14","line",0.11,0.11,37,"img/quad/line/s0.1m0.4/",0,0.0025
"1190",0.15,"trig",-0.8,"P14","scatter",-0.16,0.16,39,"img/trig/scatter/s0.15m-0.8/",0,0.0025
"1191",0.05,"line",-0.4,"P14","scatter",-0.03,0.03,40,"img/line/scatter/s0.05m-0.4/",0,0.0025
"1192",0.2,"trig",-0.2,"P14","area",-0.08,0.08,41,"img/trig/area/s0.2m-0.2/",0,0.0025
"1193",0.2,"quad",0.8,"P14","scatter",0.07,0.07,42,"img/quad/scatter/s0.2m0.8/",0,0.0025
"1194",0.15,"line",0.2,"P14","area",0.11,0.11,43,"img/line/area/s0.15m0.2/",0,0.0025
"1195",0.2,"quad",0.4,"P14","line",-0.15,0.15,44,"img/quad/line/s0.2m0.4/",0,0.0025
"1196",0.15,"trig",0.1,"P14","line",-0.27,0.27,45,"img/trig/line/s0.15m0.1/",0,0.0025
"1197",0.2,"line",0.8,"P14","line",-0.07,0.07,46,"img/line/line/s0.2m0.8/",0,0.0025
"1198",0.15,"trig",0.4,"P14","line",0.08,0.08,47,"img/trig/line/s0.15m0.4/",0,0.0025
"1199",0.05,"quad",-0.8,"P14","scatter",0,0,48,"img/quad/scatter/s0.05m-0.8/",0,0.0025
"1200",0.05,"line",-0.4,"P14","area",0,0,49,"img/line/area/s0.05m-0.4/",0,0.0025
"1201",0.1,"quad",-0.2,"P14","scatter",-0.14,0.14,50,"img/quad/scatter/s0.1m-0.2/",0,0.0025
"1202",0.15,"trig",0.8,"P14","area",0.22,0.22,51,"img/trig/area/s0.15m0.8/",0,0.0025
"1203",0.2,"line",0.1,"P14","line",-0.06,0.06,52,"img/line/line/s0.2m0.1/",0,0.0025
"1204",0.1,"trig",-0.8,"P14","scatter",-0.13,0.13,53,"img/trig/scatter/s0.1m-0.8/",0,0.0025
"1205",0.2,"quad",-0.8,"P14","line",0.13,0.13,54,"img/quad/line/s0.2m-0.8/",0,0.0025
"1206",0.2,"line",0.1,"P14","area",-0.28,0.28,55,"img/line/area/s0.2m0.1/",0,0.0025
"1207",0.05,"quad",-0.2,"P14","area",-0.02,0.02,56,"img/quad/area/s0.05m-0.2/",0,0.0025
"1208",0.2,"trig",-0.2,"P14","scatter",-0.19,0.19,58,"img/trig/scatter/s0.2m-0.2/",0,0.0025
"1209",0.1,"line",-0.4,"P14","scatter",-0.33,0.33,59,"img/line/scatter/s0.1m-0.4/",0,0.0025
"1210",0.2,"trig",0.8,"P14","area",0.32,0.32,60,"img/trig/area/s0.2m0.8/",0,0.0025
"1211",0.15,"quad",-0.2,"P14","scatter",-0.01,0.01,61,"img/quad/scatter/s0.15m-0.2/",0,0.0025
"1212",0.1,"line",-0.8,"P14","line",0.1,0.1,62,"img/line/line/s0.1m-0.8/",0,0.0025
"1213",0.1,"quad",0.2,"P14","line",0.1,0.1,63,"img/quad/line/s0.1m0.2/",0,0.0025
"1214",0.1,"trig",-0.8,"P14","area",0.07,0.07,64,"img/trig/area/s0.1m-0.8/",0,0.0025
"1215",0.05,"line",-0.4,"P14","line",-0.04,0.04,65,"img/line/line/s0.05m-0.4/",0,0.0025
"1216",0.05,"trig",-0.1,"P14","scatter",0.01,0.01,66,"img/trig/scatter/s0.05m-0.1/",0,0.0025
"1217",0.1,"quad",-0.1,"P14","scatter",0.06,0.06,67,"img/quad/scatter/s0.1m-0.1/",0,0.0025
"1218",0.15,"line",0.2,"P14","line",0.15,0.15,68,"img/line/line/s0.15m0.2/",0,0.0025
"1219",0.05,"quad",0.4,"P14","area",-0.03,0.03,69,"img/quad/area/s0.05m0.4/",0,0.0025
"1220",0.15,"trig",0.8,"P14","scatter",0.31,0.31,70,"img/trig/scatter/s0.15m0.8/",0,0.0025
"1221",0.1,"line",-0.4,"P14","line",-0.13,0.13,71,"img/line/line/s0.1m-0.4/",0,0.0025
"1222",0.15,"trig",-0.4,"P14","line",-0.02,0.02,72,"img/trig/line/s0.15m-0.4/",0,0.0025
"1223",0.1,"quad",-0.4,"P14","area",0,0,73,"img/quad/area/s0.1m-0.4/",0,0.0025
"1224",0.2,"line",0.2,"P14","area",0.07,0.07,74,"img/line/area/s0.2m0.2/",0,0.0025
"1225",0.15,"quad",0.1,"P14","area",0.08,0.08,75,"img/quad/area/s0.15m0.1/",0,0.0025
"1226",0.2,"trig",-0.4,"P14","area",-0.32,0.32,77,"img/trig/area/s0.2m-0.4/",0,0.0025
"1227",0.1,"line",0.8,"P14","line",-0.18,0.18,78,"img/line/line/s0.1m0.8/",0,0.0025
"1228",0.15,"trig",0.1,"P14","scatter",-0.34,0.34,79,"img/trig/scatter/s0.15m0.1/",0,0.0025
